"","province","district","constituency","year","party","candidate","first_name","middle_name","last_name","won","pct_margin","election"
"1723","Central","Chibombo","Keembe",2016,"UPND","Princess Kasune","Princess",NA,"Kasune",1,0.479521428119263,"assembly"
"1724","Lusaka","Lusaka","Kanyama",2006,"MMD","Princess N. Wina","Princess","N.","Wina",0,0.0748829953198128,"assembly"
"1725","North-Western","Zambezi","Zambezi West",2011,"MMD","Prisca C Kucheka","Prisca","C","Kucheka",0,0.211653283920115,"assembly"
"1726","North-Western","Zambezi","Zambezi West",2016,"UPND","Prisca C Kucheka","Prisca","C","Kucheka",1,0.0250225719076487,"assembly"
"1727","North-Western","Zambezi","Zambezi West",2006,"Independent","Prisca C. Kucheka","Prisca","C.","Kucheka",0,0.107446113651208,"assembly"
"1728","Lusaka","Kafue","Chilanga",2006,"PF","Priscilla Kamanga","Priscilla",NA,"Kamanga",0,0.0229510009954651,"assembly"
"1729","Lusaka","Kafue","Chilanga",2011,"IND","Priscilla  Kamanga","Priscilla","","Kamanga",0,0.137464856134474,"assembly"
"1730","Luapula","Samfya","Bangweulu",2016,"UPND","Prudence M Chinama","Prudence","M","Chinama",0,0.38130589413349,"assembly"
"1731","Western","Kalabo","Kalabo Central",2011,"IND","Queen M Kakoma","Queen","M","Kakoma",0,0.217435598893902,"assembly"
"1732","Western","Kalabo","Kalabo Central",2006,"UPND, FDD, UNIP (UDA)","Queen V. Kakoma","Queen","V.","Kakoma",0,0.356719301752282,"assembly"
"1733","Eastern","Chama","Chama South",2006,"PF","Rabson Magolo","Rabson",NA,"Magolo",0,0.0526315789473684,"assembly"
"1734","Eastern","Lundazi","Lundazi",2006,"Independent","Rabson Mang‰ÛªAnda","Rabson",NA,"Mang‰ÛªAnda",0,0.0405621905039324,"assembly"
"1735","Copperbelt","Ndola","Kabushi",2011,"MMD","Rabson  Kopalande","Rabson","","Kopalande",0,0.355603537765229,"assembly"
"1736","Copperbelt","Kitwe","Wusakile",2011,"ADD","Racheal  Musefwe","Racheal","","Musefwe",0,0.594063762550502,"assembly"
"1737","Southern","Sinazongwe","Sinazongwe",2006,"UPND, FDD, UNIP (UDA)","Raphael Muyanda","Raphael",NA,"Muyanda",1,0.0803061548223351,"assembly"
"1738","Eastern","Chadiza","Vubwi",2006,"Independent","Raphael Mwale","Raphael",NA,"Mwale",0,0.097778266608007,"assembly"
"1739","Copperbelt","Mpongwe","Mpongwe",2016,"UPND","Rasfold Bulaya","Rasfold",NA,"Bulaya",1,0.0830041694096993,"assembly"
"1740","Copperbelt","Kalulushi","Kalulushi",2011,"PF","Rayford  Mbulu","Rayford","","Mbulu",1,0.372838641932097,"assembly"
"1741","Lusaka","Lusaka","Kabwata",2006,"HP","Raymond Phiri","Raymond",NA,"Phiri",0,0.390109469493991,"assembly"
"1742","Luapula","Nchelenge","Nchelenge",2011,"PF","Raymond L Mpundu","Raymond","L","Mpundu",1,0.346783035831762,"assembly"
"1743","Central","Kabwe","Kabwe Central",2011,"FDD","Redson T Mtonga","Redson","T","Mtonga",0,0.242937853107345,"assembly"
"1744","Central","Kabwe","Bwacha",2006,"FDD","Redson T. Mtonga","Redson","T.","Mtonga",0,0.161722624952308,"assembly"
"1745","Southern","Kazungula","Katombola",2006,"UPND, FDD, UNIP (UDA)","Regina Musokotwane","Regina",NA,"Musokotwane",1,0.152610120713087,"assembly"
"1746","Eastern","Katete","Milanzi",2011,"UPND","Regina  Banda","Regina","","Banda",0,0.407388328795349,"assembly"
"1747","Luapula","Milenge","Milenge",2006,"UPND, FDD, UNIP (UDA)","Regina M. Musumali","Regina","M.","Musumali",0,0.32258064516129,"assembly"
"1748","Central","Chitambo","Chitambo",2016,"PF","Remember C Mutale","Remember","C","Mutale",1,0.711018316408845,"assembly"
"1749","Southern","Kalomo","Kalomo Central",2006,"UPND, FDD, UNIP (UDA)","Request Muntanga","Request",NA,"Muntanga",1,0.248055056852184,"assembly"
"1750","Southern","Kalomo","Kalomo Central",2011,"UPND","Request  Muntanga","Request","","Muntanga",1,0.224223573650248,"assembly"
"1751","Copperbelt","Chingola","Chingola",2016,"FDD","Reuben Chipemba","Reuben",NA,"Chipemba",0,0.113681061466441,"assembly"
"1752","Eastern","Katete","Mkaika",2011,"UPND","Reuben  Banda","Reuben","","Banda",0,0.179084489895301,"assembly"
"1753","Eastern","Chipata","Chipata Central",2011,"MMD","Reuben M Phiri","Reuben","M","Phiri",1,0.12741206523875,"assembly"
"1754","Northern","Kasama","Kasama Central",2006,"MMD","Richard Kachingwe","Richard",NA,"Kachingwe",0,0.217619532044761,"assembly"
"1755","Eastern","Mambwe","Malambo",2006,"HP","Richard Kalomba","Richard",NA,"Kalomba",0,0.03010560965574,"assembly"
"1756","North-Western","Ikelenge","Ikeleng'i",2016,"ADD","Richard Kavwanda","Richard",NA,"Kavwanda",0,0.636780744640842,"assembly"
"1757","Copperbelt","Chililabombwe","Chililabombwe",2016,"PF","Richard Musukwa","Richard",NA,"Musukwa",1,0.22476461572148,"assembly"
"1758","North-Western","Solwezi","Solwezi East",2006,"MMD","Richard Taima","Richard",NA,"Taima",1,0.221778584392015,"assembly"
"1759","North-Western","Solwezi","Solwezi East",2016,"PF","Richard Taima","Richard",NA,"Taima",0,0.431877683527071,"assembly"
"1760","Lusaka","Lusaka","Kanyama",2011,"FDD","Richard  Hamachila","Richard","","Hamachila",0,0.296017080949996,"assembly"
"1761","Copperbelt","Kitwe","Wusakile",2011,"PF","Richard  Musukwa","Richard","","Musukwa",1,0.594063762550502,"assembly"
"1762","Copperbelt","Chingola","Nchanga",2006,"MMD","Richard L. Kazala","Richard","L.","Kazala",0,0.450361807271444,"assembly"
"1763","North-Western","Mwinilunga","Ikeleng'i",2006,"UPND, FDD, UNIP (UDA)","Richard M. Kapita","Richard","M.","Kapita",0,0.350268685881778,"assembly"
"1764","North-Western","Chavuma","Chavuma",2011,"IND","Richard N Shiku","Richard","N","Shiku",0,0.343395837626211,"assembly"
"1765","Copperbelt","Ndola","Bwana Mkubwa",2016,"RAINBOW","Richard On Kangwa","Richard","On","Kangwa",0,0.414261941011932,"assembly"
"1766","Copperbelt","Kalulushi","Kalulushi",2011,"UPND","Richard R Mukungu","Richard","R","Mukungu",0,0.372838641932097,"assembly"
"1767","Southern","Kalomo","Kalomo Central",2011,"NP","Richard S Kambulu","Richard","S","Kambulu",0,0.224223573650248,"assembly"
"1768","Copperbelt","Chingola","Nchanga",2016,"RAINBOW","Richard S Luonde","Richard","S","Luonde",0,0.168892685199565,"assembly"
"1769","Western","Kalabo","Kalabo Central",2011,"MMD","Richard S Mwapela","Richard","S","Mwapela",0,0.217435598893902,"assembly"
"1770","Western","Senanga","Senanga",2011,"IND","Richard S Nyambe","Richard","S","Nyambe",0,0.125711782742006,"assembly"
"1771","North-Western","Solwezi","Solwezi East",2011,"MMD","Richard T Taima","Richard","T","Taima",1,0.310719304969976,"assembly"
"1772","Southern","Sinazongwe","Sinazongwe",2006,"Independent","Richwell Siamunene","Richwell",NA,"Siamunene",0,0.0803061548223351,"assembly"
"1773","Southern","Sinazongwe","Sinazongwe",2016,"PF","Richwell Siamunene","Richwell",NA,"Siamunene",0,0.662784417780074,"assembly"
"1774","Southern","Sinazongwe","Sinazongwe",2011,"UPND","Richwell  Siamunene","Richwell","","Siamunene",1,0.585960539979232,"assembly"
"1775","Lusaka","Lusaka","Mandevu",2006,"MMD","Ricky L. Mwanza","Ricky","L.","Mwanza",0,0.21669893429613,"assembly"
"1776","Southern","Namwala","Namwala",2011,"MMD","Robbie M Chizhyuka","Robbie","M","Chizhyuka",0,0.412411626080126,"assembly"
"1777","Southern","Namwala","Namwala",2006,"UPND, FDD, UNIP (UDA)","Robbie M. Chizhyuka","Robbie","M.","Chizhyuka",1,0.520815811606392,"assembly"
"1778","Luapula","Samfya","Bangweulu",2016,"RAINBOW","Robby Mwansa","Robby",NA,"Mwansa",0,0.38130589413349,"assembly"
"1779","Central","Kapiri-Mposhi","Kapiri Mposhi",2011,"UPND","Robby  Chungwa","Robby","","Chungwa",0,0.209800190294957,"assembly"
"1780","Central","Serenje","Chitambo",2006,"PF","Robert Chikwelete","Robert",NA,"Chikwelete",0,0.642905711695376,"assembly"
"1781","North-Western","Manyinga","Manyinga",2016,"UPND","Robert Lihefu","Robert",NA,"Lihefu",1,0.588285229202037,"assembly"
"1782","Southern","Livingstone","Livingstone",2011,"UNIP","Robert  Mukengami","Robert","","Mukengami",0,0.00505718509297437,"assembly"
"1783","Northern","Chinsali","Shiwan'gandu",2011,"UPND","Robert  Ngosa","Robert","","Ngosa",0,0.63233570368055,"assembly"
"1784","Western","Kaoma","Mangango",2011,"MMD","Robert C Taundi","Robert","C","Taundi",1,0.098496835443038,"assembly"
"1785","Western","Kaoma","Mangango",2006,"Independent","Robert C. Taundi","Robert","C.","Taundi",0,0.256218094927772,"assembly"
"1786","Copperbelt","Ndola","Ndola Central",2016,"RAINBOW","Robert J Mwewa","Robert","J","Mwewa",0,0.385252225519288,"assembly"
"1787","Northern","Isoka","Isoka",2006,"PF","Robert K. Sichinga","Robert","K.","Sichinga",0,0.333034623217923,"assembly"
"1788","Lusaka","Lusaka","Munali",2011,"CDP","Robert W Mwanza","Robert","W","Mwanza",0,0.344900490992644,"assembly"
"1789","North-Western","Mwinilunga","Ikeleng'i",2011,"UNIP","Robinson  Ikwekwa","Robinson","","Ikwekwa",0,0.313446038922744,"assembly"
"1790","Copperbelt","Lufwanyama","Lufwanyama",2006,"HP","Rodgers Chimena","Rodgers",NA,"Chimena",0,0.549145434906919,"assembly"
"1791","Copperbelt","Lufwanyama","Lufwanyama",2016,"RAINBOW","Rodgers Chimena","Rodgers",NA,"Chimena",0,0.269358867610325,"assembly"
"1792","Eastern","Mambwe","Malambo",2006,"APC","Rodgers Lubilo","Rodgers",NA,"Lubilo",0,0.03010560965574,"assembly"
"1793","Northern","Mbala","Mfuwe",2006,"HP","Rodgers Malama","Rodgers",NA,"Malama",0,0.0217550721095087,"assembly"
"1794","Luapula","Mwansabombwe","Mwansabombwe",2016,"PF","Rodgers Mwewa","Rodgers",NA,"Mwewa",1,0.375950684492835,"assembly"
"1795","Luapula","Kawambwa","Mwansabombwe",2011,"PF","Rodgers  Mwewa","Rodgers","","Mwewa",1,0.476483556862025,"assembly"
"1796","North-Western","Solwezi","Solwezi West",2011,"PF","Rodiness Na Shatewa","Rodiness","Na","Shatewa",0,0.0256427115523703,"assembly"
"1797","Copperbelt","Chingola","Chingola",2006,"Independent","Rodney D. Hodgson","Rodney","D.","Hodgson",0,0.170899470899471,"assembly"
"1798","Northern","Kasama","Lukashya",2016,"UPND","Rodrick C Chewe","Rodrick","C","Chewe",0,0.151296054149681,"assembly"
"1799","Northern","Isoka","Mafinga",2011,"FDD","Rodwell  Kafunda","Rodwell","","Kafunda",0,0.597932311490587,"assembly"
"1800","Southern","Kalomo","Dundumwezi",2011,"PF","Rodwell  Mweetwa","Rodwell","","Mweetwa",0,0.819509556437072,"assembly"
"1801","Southern","Choma","Choma Central",2011,"UNIP","Rodwell  Nzoolo","Rodwell","","Nzoolo",0,0.439339184305627,"assembly"
"1802","Central","Kabwe","Bwacha",2011,"UPND","Roger  Ziba","Roger","","Ziba",0,0.137251820420137,"assembly"
"1803","Central","Mumbwa","Mwembezhi",2006,"PF","Rolf E. Shenton","Rolf","E.","Shenton",0,0.175301160298574,"assembly"
"1804","Eastern","Petauke","Petauke",2006,"Independent","Ronald Banda","Ronald",NA,"Banda",0,0.501342281879195,"assembly"
"1805","Copperbelt","Kitwe","Chimwemwe",2016,"UPND","Ronald Manenga","Ronald",NA,"Manenga",0,0.177721196690006,"assembly"
"1806","Central","Chibombo","Keembe",2006,"MMD","Ronald Shikapwasha","Ronald",NA,"Shikapwasha",1,0.38784583399968,"assembly"
"1807","Copperbelt","Kitwe","Chimwemwe",2011,"MMD","Ronald  Manenga","Ronald","","Manenga",0,0.441332723498575,"assembly"
"1808","Central","Chibombo","Keembe",2011,"MMD","Ronald  Shikapwasha","Ronald","","Shikapwasha",1,0.272415380109619,"assembly"
"1809","Luapula","Kawambwa","Pambashe",2016,"PF","Ronald K Chitotela","Ronald","K","Chitotela",1,0.397165017384327,"assembly"
"1810","Luapula","Kawambwa","Pambashe",2011,"PF","Ronald K Chitotela","Ronald","K","Chitotela",1,0.0442908926144087,"assembly"
"1811","Luapula","Mwense","Chipili",2006,"Independent","Ronald P. Kabaso","Ronald","P.","Kabaso",0,0.239716664595501,"assembly"
"1812","Luapula","Chipili","Chipili",2016,"RAINBOW","Rosalyn C Mulenga","Rosalyn","C","Mulenga",0,0.0821081385072709,"assembly"
"1813","Northern","Chilubi","Chilubi",2016,"PF","Rosaria C Fundanga","Rosaria","C","Fundanga",1,0.327137091842974,"assembly"
"1814","Northern","Chilubi","Chilubi",2011,"MMD","Rosario  Chailunga","Rosario","","Chailunga",0,0.408565765939962,"assembly"
"1815","North-Western","Chavuma","Chavuma",2016,"PF","Rose Salukatula","Rose",NA,"Salukatula",0,0.0932034536196591,"assembly"
"1816","Lusaka","Lusaka","Lusaka Central",2006,"MMD","Rose C. Zimba","Rose","C.","Zimba",0,0.361178037926245,"assembly"
"1817","Luapula","Nchelenge","Nchelenge",2006,"PF","Rosemary Chipampe","Rosemary",NA,"Chipampe",0,0.0094284522319566,"assembly"
"1818","Northern","Chilubi","Chilubi",2011,"UPND","Rosemary  Chikonde","Rosemary","","Chikonde",0,0.408565765939962,"assembly"
"1819","Eastern","Chipata","Chipangali",2011,"UNIP","Rosemary  Chinene","Rosemary","","Chinene",0,0.362369531423495,"assembly"
"1820","Luapula","Samfya","Bangweulu",2011,"ZED","Rosemary  Lufungulo","Rosemary","","Lufungulo",0,0.617394074546034,"assembly"
"1821","Copperbelt","Ndola","Bwana Mkubwa",2011,"UPND","Rosemary  Milimo","Rosemary","","Milimo",0,0.449076495915657,"assembly"
"1822","Eastern","Katete","Milanzi",2006,"MMD","Rosemary C. Banda","Rosemary","C.","Banda",0,0.0873457012921389,"assembly"
"1823","Eastern","Katete","Milanzi",2016,"UPND","Rosemary Cn Banda","Rosemary","Cn","Banda",0,0.464467495651053,"assembly"
"1824","North-Western","Zambezi","Zambezi East",2006,"UPND, FDD, UNIP (UDA)","Rosemary Y. Kandepu","Rosemary","Y.","Kandepu",0,0.0932889411150281,"assembly"
"1825","Lusaka","Lusaka","Mandevu",2016,"NAREP","Ross J Kasikili","Ross","J","Kasikili",0,0.37162928869226,"assembly"
"1826","Lusaka","Lusaka","Kabwata",2006,"UPND, FDD, UNIP (UDA)","Rowlence N. Banda","Rowlence","N.","Banda",0,0.390109469493991,"assembly"
"1827","Eastern","Nyimba","Nyimba",2006,"Independent","Roy Gray","Roy",NA,"Gray",0,0.29972393022964,"assembly"
"1828","Southern","Monze","Moomba",2011,"IND","Roy  Hamalyang'ombe","Roy","","Hamalyang'ombe",0,0.428770500589559,"assembly"
"1829","Central","Mumbwa","Mwembezhi",2006,"Independent","Rueben G. Shikabwali","Rueben","G.","Shikabwali",0,0.175301160298574,"assembly"
"1830","Southern","Livingstone","Livingstone",2011,"IND","Ruth  Dante","Ruth","","Dante",0,0.00505718509297437,"assembly"
"1831","Muchinga","Mpika","Mfuwe",2016,"FDD","Ruth C Mutemba","Ruth","C","Mutemba",0,0.818454495224564,"assembly"
"1832","North-Western","Solwezi","Solwezi East",2011,"FDD","Sachiyena M Kabayila","Sachiyena","M","Kabayila",0,0.310719304969976,"assembly"
"1833","Central","Kabwe","Bwacha",2016,"UPND","Saidi Chibwana","Saidi",NA,"Chibwana",0,0.272924942504704,"assembly"
"1834","Eastern","Katete","Mkaika",2011,"IND","Saidi  Mlewa","Saidi","","Mlewa",0,0.179084489895301,"assembly"
"1835","Eastern","Katete","Mkaika",2016,"UPND","Saidi L Mlewa","Saidi","L","Mlewa",0,0.155099773137645,"assembly"
"1836","Western","Mongu","Nalikwanda",2006,"APC","Sakubita O. Mundia","Sakubita","O.","Mundia",0,0.432458792548522,"assembly"
"1837","Southern","Livingstone","Livingstone",2006,"ULP","Sakwiba Sikota","Sakwiba",NA,"Sikota",1,0.133080058789274,"assembly"
"1838","Eastern","Chadiza","Chadiza",2016,"PF","Salatiel Tembo","Salatiel",NA,"Tembo",1,0.259298312883436,"assembly"
"1839","Eastern","Chadiza","Chadiza",2011,"UPND","Salatiel M Tembo","Salatiel","M","Tembo",0,0.378826895565093,"assembly"
"1840","Luapula","Samfya","Bangweulu",2016,"FDD","Sally M Shabani","Sally","M","Shabani",0,0.38130589413349,"assembly"
"1841","Copperbelt","Kitwe","Nkana",2011,"UPND","Salome  Mwanakatwe","Salome","","Mwanakatwe",0,0.615257582470697,"assembly"
"1842","Muchinga","Mpika","Mpika",2016,"FDD","Sampa Muswema","Sampa",NA,"Muswema",0,0.611969304365158,"assembly"
"1843","Northern","Mbala","Mpika",2011,"IND","Sampa  Muswema","Sampa","","Muswema",0,0.276655586806443,"assembly"
"1844","Eastern","Chadiza","Chadiza",2016,"UPND","Samson Thole","Samson",NA,"Thole",0,0.259298312883436,"assembly"
"1845","Luapula","Kawambwa","Mwansabombwe",2006,"PF","Samuel Chitonge","Samuel",NA,"Chitonge",1,0.443651352166482,"assembly"
"1846","Luapula","Mwansabombwe","Mwansabombwe",2016,"UDF","Samuel Chitonge","Samuel",NA,"Chitonge",0,0.375950684492835,"assembly"
"1847","Luapula","Kawambwa","Kawambwa",2006,"NDF","Samuel Kalumba","Samuel",NA,"Kalumba",0,0.106737524770312,"assembly"
"1848","Northern","Chinsali","Shiwan'gandu",2006,"APC","Samuel Mutale","Samuel",NA,"Mutale",0,0.24233206590621,"assembly"
"1849","Lusaka","Lusaka","Kanyama",2016,"UPND","Samuel Mwale","Samuel",NA,"Mwale",0,0.0671483212919676,"assembly"
"1850","Central","Mumbwa","Nangoma",2016,"PF","Samuel Nshimbi","Samuel",NA,"Nshimbi",0,0.0444487766838873,"assembly"
"1851","Eastern","Katete","Sinda",2011,"PF","Samuel  Milanzi","Samuel","","Milanzi",0,0.778748451053284,"assembly"
"1852","Copperbelt","Masaiti","Masaiti",2011,"ADD","Samuel  Mushiya","Samuel","","Mushiya",0,0.195929526123937,"assembly"
"1853","Northern","Chinsali","Shiwan'gandu",2011,"APC","Samuel  Mutale","Samuel","","Mutale",0,0.63233570368055,"assembly"
"1854","Western","Senanga","Senanga",2006,"Independent","Samuel A. Namakando","Samuel","A.","Namakando",0,0.552723352989665,"assembly"
"1855","Western","Senanga","Nalolo",2011,"ADD","Samuel L Mulozi","Samuel","L","Mulozi",0,0.165679899058527,"assembly"
"1856","Western","Mongu","Nalikwanda",2016,"PF","Samuel M Nayunda","Samuel","M","Nayunda",0,0.716484477481417,"assembly"
"1857","North-Western","Zambezi","Zambezi West",2006,"MMD","Samuel S. Kambangu","Samuel","S.","Kambangu",0,0.107446113651208,"assembly"
"1858","Southern","Choma","Pemba",2006,"MMD","Samuel S. Lweendo","Samuel","S.","Lweendo",0,0.538890296427667,"assembly"
"1859","North-Western","Zambezi","Zambezi East",2006,"MMD","Sarah Sayifwanda","Sarah",NA,"Sayifwanda",1,0.0932889411150281,"assembly"
"1860","North-Western","Zambezi","Zambezi East",2011,"MMD","Sarah  Sayifwanda","Sarah","","Sayifwanda",1,0.0126720901126408,"assembly"
"1861","Eastern","Chipata","Kasenengwa",2011,"PF","Saul  Zulu","Saul","","Zulu",0,0.807238358690641,"assembly"
"1862","Northern","Kasama","Kasama Central",2006,"PF","Saviour Chishimba","Saviour",NA,"Chishimba",1,0.217619532044761,"assembly"
"1863","Lusaka","Chongwe","Rufunsa",2006,"PF","Scholastica Lt. Ngoma","Scholastica","Lt.","Ngoma",0,0.498242442502762,"assembly"
"1864","Southern","Kalomo","Dundumwezi",2011,"MMD","Sebastian  Haambokoma","Sebastian","","Haambokoma",0,0.819509556437072,"assembly"
"1865","Luapula","Chembe","Chembe",2016,"PF","Sebastian C Kopulande","Sebastian","C","Kopulande",1,0.12123847625674,"assembly"
"1866","Southern","Gwembe","Gwembe",2016,"FDD","Sebestian Mwiinga","Sebestian",NA,"Mwiinga",0,0.860324074074074,"assembly"
"1867","Northern","Mungwi","Malole",2006,"MMD","Sebio Mukuka","Sebio",NA,"Mukuka",0,0.003,"assembly"
"1868","Eastern","Chipata","Kasenengwa",2016,"RAINBOW","Sensio Banda","Sensio",NA,"Banda",0,0.388185477108838,"assembly"
"1869","Copperbelt","Chingola","Chingola",2011,"MMD","Sevirine  Kazenene","Sevirine","","Kazenene",0,0.31692363724657,"assembly"
"1870","Southern","Mazabuka","Mazabuka Central",2011,"IND","Shadreck  Mwiinga","Shadreck","","Mwiinga",0,0.43039625781496,"assembly"
"1871","Southern","Monze","Monze Central",2011,"IND","Shadreck H Bulanda","Shadreck","H","Bulanda",0,0.410713598028267,"assembly"
"1872","Copperbelt","Mufulira","Kankoyo",2011,"MMD","Shadrick A Musozya","Shadrick","A","Musozya",0,0.406421299921691,"assembly"
"1873","Lusaka","Rufunsa","Rufunsa",2016,"UPND","Sheal S Mulyata","Sheal","S","Mulyata",1,0.106693174287608,"assembly"
"1874","Lusaka","Chongwe","Rufunsa",2011,"UPND","Sheal S Mulyata","Sheal","S","Mulyata",0,0.143480973175296,"assembly"
"1875","Central","Itezhitezhi","Itezhitezhi",2016,"RAINBOW","Sheik S Chifuwe","Sheik","S","Chifuwe",0,0.712238619991433,"assembly"
"1876","Copperbelt","Masaiti","Masaiti",2011,"UPND","Shevy  Mukabila","Shevy","","Mukabila",0,0.195929526123937,"assembly"
"1877","Copperbelt","Masaiti","Masaiti",2016,"UPND","Shevy M Mukabila","Shevy","M","Mukabila",0,0.0646067415730338,"assembly"
"1878","Northern","Kasama","Kasama Central",2016,"UPND","Sibongile Mwamba","Sibongile",NA,"Mwamba",0,0.454591750127313,"assembly"
"1879","Southern","Kalomo","Mapatizya",2006,"APC","Sikalele Simwatachela","Sikalele",NA,"Simwatachela",0,0.320142483441866,"assembly"
"1880","Western","Mongu","Luena",2006,"APC","Sikatala Musole","Sikatala",NA,"Musole",0,0.173221387538666,"assembly"
"1881","Western","Kalabo","Liuwa",2011,"UPND","Sikufele  Mundia","Sikufele","","Mundia",0,0.285877137428752,"assembly"
"1882","Western","Kalabo","Kalabo Central",2016,"PF","Sikwibele R Mwapela","Sikwibele","R","Mwapela",0,0.508081642284096,"assembly"
"1883","Western","Kalabo","Kalabo Central",2006,"MMD","Sikwibele R. Mwapela","Sikwibele","R.","Mwapela",1,0.356719301752282,"assembly"
"1884","Central","Mumbwa","Mumbwa",2006,"ULP","Sikwindi Situla","Sikwindi",NA,"Situla",0,0.450137516552918,"assembly"
"1885","Central","Mumbwa","Mumbwa",2011,"IND","Sikwindi  Situla","Sikwindi","","Situla",0,0.186924616410941,"assembly"
"1886","Western","Sesheke","Sesheke",2016,"PF","Sililo Namawa","Sililo",NA,"Namawa",0,0.632706602536073,"assembly"
"1887","Western","Mwandi","Mwandi",2016,"UPND","Sililo O Mutaba","Sililo","O","Mutaba",1,0.490255658005029,"assembly"
"1888","Western","Mongu","Nalikwanda",2006,"ULP","Simasiku Kalumania","Simasiku",NA,"Kalumania",0,0.432458792548522,"assembly"
"1889","Western","Lukulu","Mitete",2006,"MMD","Simasiku Namakando","Simasiku",NA,"Namakando",0,0.00646248946333239,"assembly"
"1890","Western","Lukulu","Lukulu East",2011,"IND","Simomo S Akapelwa","Simomo","S","Akapelwa",0,0.324873909214635,"assembly"
"1891","Copperbelt","Luanshya","Luanshya",2006,"MMD","Simon Kachimba","Simon",NA,"Kachimba",0,0.000827985924239272,"assembly"
"1892","Lusaka","Lusaka","Kabwata",2016,"RAINBOW","Simon Mulilo","Simon",NA,"Mulilo",0,0.262099479572778,"assembly"
"1893","Copperbelt","Luanshya","Luanshya",2011,"MMD","Simon  Kachimba","Simon","","Kachimba",0,0.340584064415335,"assembly"
"1894","Western","Kaoma","Luampa",2011,"IND","Simon C Nyundu","Simon","C","Nyundu",0,0.0566647651644799,"assembly"
"1895","Eastern","Lundazi","Lundazi",2011,"ZED","Simon Rb Nyirenda","Simon","Rb","Nyirenda",0,0.28097667638484,"assembly"
"1896","Western","Mongu","Mongu Central",2011,"UNIP","Sinonge J Lutangu","Sinonge","J","Lutangu",0,0.206713115525845,"assembly"
"1897","Western","Sioma","Sioma",2016,"ADD","Sitali B Sitali","Sitali","B","Sitali",0,0.0275361094687051,"assembly"
"1898","Western","Kalabo","Liuwa",2016,"UPND","Situmbeko Musokotwane","Situmbeko",NA,"Musokotwane",1,0.547980975473282,"assembly"
"1899","Western","Kalabo","Liuwa",2011,"MMD","Situmbeko  Musokotwane","Situmbeko","","Musokotwane",1,0.285877137428752,"assembly"
"1900","Western","Mwandi","Mwandi",2016,"FDD","Situmbeko A Kalumbu","Situmbeko","A","Kalumbu",0,0.490255658005029,"assembly"
"1901","Central","Mumbwa","Mumbwa",2011,"IND","Sitwala  Moola","Sitwala","","Moola",0,0.186924616410941,"assembly"
"1902","Western","Kaoma","Kaoma Central",2016,"UPND","Sitwala M Sitwala","Sitwala","M","Sitwala",1,0.426272066458982,"assembly"
"1903","Western","Kalabo","Liuwa",2011,"FDD","Siyambango  Siyoto","Siyambango","","Siyoto",0,0.285877137428752,"assembly"
"1904","Western","Sesheke","Sesheke",2011,"UPND","Siyauya  Sianga","Siyauya","","Sianga",1,0.121003392618485,"assembly"
"1905","Southern","Kalomo","Kalomo Central",2016,"IND","Smart Muwele","Smart",NA,"Muwele",0,0.127254896900565,"assembly"
"1906","Central","Kapiri-Mposhi","Kapiri Mposhi",2006,"PF","Smart K. Mwila","Smart","K.","Mwila",0,0.415561510799606,"assembly"
"1907","Southern","Kalomo","Kalomo Central",2006,"MMD","Solomon C. Muzyamba","Solomon","C.","Muzyamba",0,0.248055056852184,"assembly"
"1908","Northern","Mbala","Mfuwe",2006,"MMD","Songolo M. Manda","Songolo","M.","Manda",0,0.0217550721095087,"assembly"
"1909","Lusaka","Lusaka","Mandevu",2016,"FDD","Sonile Hamahwa","Sonile",NA,"Hamahwa",0,0.37162928869226,"assembly"
"1910","Luapula","Mwense","Mambilima",2006,"PF","Sophie Chibale","Sophie",NA,"Chibale",0,0.197127634931666,"assembly"
"1911","Copperbelt","Kalulushi","Kalulushi",2011,"MMD","Spartan  Musowoya","Spartan","","Musowoya",0,0.372838641932097,"assembly"
"1912","North-Western","Solwezi","Solwezi Central",2016,"UPND","Stafford Mulusa","Stafford",NA,"Mulusa",1,0.534429710521754,"assembly"
"1913","North-Western","Kabompo","Manyinga",2011,"ADD","Stafford K Lizu","Stafford","K","Lizu",0,0.106609071274298,"assembly"
"1914","Eastern","Lundazi","Chasefu",2006,"NDF","Standson Zimba","Standson",NA,"Zimba",0,0.369806215083799,"assembly"
"1915","Eastern","Lundazi","Chasefu",2011,"ZED","Standson  Zimba","Standson","","Zimba",0,0.438840579710145,"assembly"
"1916","Northern","Chilubi","Chilubi",2016,"IND","Stanislaus Chele","Stanislaus",NA,"Chele",0,0.327137091842974,"assembly"
"1917","Central","Chitambo","Chitambo",2016,"UPND","Stanley Chibwana","Stanley",NA,"Chibwana",0,0.711018316408845,"assembly"
"1918","Central","Serenje","Muchinga",2016,"RAINBOW","Stanley Chisenga","Stanley",NA,"Chisenga",0,0.513875932835821,"assembly"
"1919","Copperbelt","Kitwe","Kamfinsa",2016,"UPND","Stanley Mulenga","Stanley",NA,"Mulenga",0,0.319861535695019,"assembly"
"1920","Northern","Mbala","Kanchibiya",2011,"ADD","Stanley  Nsofwa","Stanley","","Nsofwa",0,0.233146622734761,"assembly"
"1921","Central","Kapiri Mposhi","Kapiri Mposhi",2016,"UPND","Stanley K Kakubo","Stanley","K","Kakubo",1,0.034881425092688,"assembly"
